Title,Categories
Arno Schiffers,"['Bildhauer (Braunschweig)', 'Hochschullehrer (HfBK Dresden)', 'Hochschullehrer (Hochschule für Bildende Künste Braunschweig)', 'Träger des Villa-Romana-Preises', 'Deutscher Kriegsgefangener', 'Deutscher', 'Geboren 1903', 'Gestorben 1987', 'Mann']"
Frank Stark,"['Spieleautor', 'Deutscher', 'Geboren 1966', 'Mann']"
Daniel von Schoeler,"['General der Infanterie (Königreich Preußen)', 'Person in den Koalitionskriegen (Preußen)', 'Träger des Pour le Mérite (Militärorden)', 'Träger des Roten Adlerordens 1. Klasse', 'Adliger', 'Deutscher', 'Geboren 1771', 'Gestorben 1855', 'Mann']"
Erich Dietz von Bayer,"['Oberst (Preußen)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Landwirt (Deutschland)', 'Mitglied des Preußischen Abgeordnetenhauses', 'Corpsstudent (19. Jahrhundert)', 'Adliger', 'Deutscher', 'Geboren 1859', 'Gestorben 1937', 'Mann']"
Thomas Kiessling,"['Tenor', 'Musik (Trier)', 'Musiker (Deutschland)', 'Deutscher', 'Geboren 1962', 'Mann']"
Eugen Stark,"['Theaterschauspieler', 'Darstellender Künstler (Wien)', 'Person (Vorarlberg)', 'Filmschauspieler', 'Österreicher', 'Geboren 1936', 'Mann']"
Andreas Scheffler,"['Autor', 'Geschichtenerzähler', 'Literatur (Deutsch)', 'Literatur (20. Jahrhundert)', 'Literatur (21. Jahrhundert)', 'Person (Berlin)', 'Deutscher', 'Geboren 1966', 'Mann']"
Franz D. Lucas,"['Kaufmann', 'Historiker', 'Stifter', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'NS-Opfer', 'Ehrensenator der Eberhard Karls Universität Tübingen', 'Deutscher', 'Geboren 1921', 'Gestorben 1998', 'Mann']"
Marie-Luise Lichtenthal,"['Bühnenbildner (Deutschland)', 'Kostümbildner', 'Bildender Künstler (Österreich)', 'Nestroypreisträger', 'Deutscher', 'DDR-Bürger', 'Geboren 1959', 'Frau']"
Bernd Wagner (Schriftsteller),"['Autor', 'Literatur (20. Jahrhundert)', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'DDR-Literatur', 'Roman, Epik', 'Erzählung', 'Essay', 'Lyrik', 'Kinder- und Jugendliteratur', 'Schriftsteller (Berlin)', 'Künstler (DDR)', 'Person (Wurzen)', 'DDR-Bürger', 'Deutscher', 'Geboren 1948', 'Mann']"
Hans Gutermuth,"['Weltrekordhalter (Segelflug)', 'Alter Adler', 'Segelflieger (Deutschland)', 'Jagdpilot im Ersten Weltkrieg (Deutsches Reich)', 'Deutscher', 'Geboren 1893', 'Gestorben 1917', 'Mann', 'Weltrekordhalter (Segelflug)']"
Josef Erber (Bildhauer),"['Karikaturist (Deutschland)', 'Bildhauer (München)', 'Deutscher', 'Geboren 1904', 'Gestorben 2000', 'Mann']"
Karl-Heinz Bomberg,"['Psychoanalytiker', 'Psychotherapeut', 'Psychosomatiker', 'Mediziner (20. Jahrhundert)', 'Mediziner (21. Jahrhundert)', 'Liedermacher', 'Autor', 'Deutscher', 'Geboren 1955', 'Mann']"
Adolf Brunner (Künstler),"['Grafiker (Deutschland)', 'Maler (Deutschland)', 'Deutscher', 'Geboren 1905', 'Gestorben 1975', 'Mann']"
Karl Dietz (Verleger),"['Verleger (20. Jahrhundert)', 'Person (Berlin)', 'Ehrendoktor der Friedrich-Schiller-Universität Jena', 'SED-Mitglied', 'LDPD-Mitglied', 'Förderndes Mitglied der SS', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Person der Jugendbewegung', 'Deutscher', 'DDR-Bürger', 'Geboren 1890', 'Gestorben 1964', 'Mann']"
Wolfram Scheffler,"['Ökonom (20. Jahrhundert)', 'Ökonom (21. Jahrhundert)', 'Hochschullehrer (Friedrich-Alexander-Universität Erlangen-Nürnberg)', 'Deutscher', 'Geboren 1956', 'Mann']"
René Straub,"['Siebdruckkünstler]]; Ergänze [[Kategorie:Siebdruckkünstler (Deutschland)', 'Konzeptkünstler (Deutschland)', 'Siebdruckkünstler (Deutschland)', 'Deutscher', 'Geboren 1947', 'Mann']"
Walter Scheffler,"['Autor', 'Deutscher', 'Lyrik', 'Literatur (Deutsch)', 'Person (Königsberg, Preußen)', 'Buchbinder', 'Träger des Kulturpreises der Landsmannschaft Ostpreußen', 'Geboren 1880', 'Gestorben 1964', 'Mann']"
Walter Stark,"['Neuzeithistoriker', 'Wirtschaftshistoriker', 'Hochschullehrer (Universität Greifswald)', 'AStA-Vorstandsmitglied', 'SED-Mitglied', 'Hansehistoriker', 'Deutscher', 'Geboren 1924', 'Gestorben 2009', 'Mann']"
Gottlob Friedrich Seligmann,"['Person (Mordfall)', 'Lutherischer Geistlicher (18. Jahrhundert)', 'Lutherischer Geistlicher (Dresden)', 'Deutscher', 'Geboren 1679', 'Gestorben 1726', 'Mann', 'Absolvent der Universität Leipzig']"
Helmut Straube,"['Ethnologe', 'Afrikanist', 'Hochschullehrer (Ludwig-Maximilians-Universität München)', 'Mitglied der Bayerischen Akademie der Wissenschaften', 'Deutscher', 'Geboren 1923', 'Gestorben 1984', 'Mann']"
Christoph Jablonka,"['Person (Berlin)', 'Synchronsprecher', 'Hörspielsprecher', 'Filmschauspieler', 'Deutscher', 'Geboren 1981', 'Mann']"
Josef Tietz,"['Theaterschauspieler', 'Komiker', 'Darstellender Künstler (Augsburg)', 'Künstler (Königsberg, Preußen)', 'Darstellender Künstler (Leipzig)', 'Pseudonym', 'Deutscher', 'Geboren 1830', 'Gestorben 1906', 'Mann']"
Ansgar Nünning,"['Anglist', 'Hochschullehrer (Technische Universität Braunschweig)', 'Hochschullehrer (Ruprecht-Karls-Universität Heidelberg)', 'Deutscher', 'Geboren 1961', 'Frau']"
Christian Feit,"['Jurist im auswärtigen Dienst', 'Deutscher Botschafter in Belgien', 'Rechtsritter (Johanniterorden)', 'Mitglied der Ehrenlegion (Kommandeur)', 'Träger des Leopoldsordens (Ausprägung unbekannt)', 'Träger des Großen Goldenen Ehrenzeichens für Verdienste um die Republik Österreich', 'Deutscher', 'Geboren 1921', 'Gestorben 2017', 'Mann']"
"Helmut Müller (Politiker, 1940)","['Landtagsabgeordneter (Sachsen)', 'DBD-Funktionär', 'CDU-Mitglied', 'Politiker (20. Jahrhundert)', 'Träger der Sächsischen Verfassungsmedaille', 'Landwirt (Deutschland)', 'Deutscher', 'Geboren 1940', 'Mann']"
Matrikel,"['Hochschullehrer (Universität Rostock)', 'Lutherischer Theologe (17. Jahrhundert)', 'Deutscher', 'Geboren 1649', 'Gestorben 1697', 'Mann']"
Bleichenviertel,"['Graveur', 'Zeichner (Deutschland)', 'Autor', 'Grafiker (Mainz)', 'Deutscher', 'Geboren 1849', 'Gestorben 1911', 'Mann']"
Hellmut Müller-Celle,"['Maler (Deutschland)', 'Tänzer (Deutschland)', 'Deutscher', 'Geboren 1903', 'Gestorben 1982', 'Mann']"
H. F. G. Starke,"['Publizist', 'Person (Die Welt)', 'Intendant des Deutschlandfunks', 'Deutscher', 'Geboren 1916', 'Gestorben 1996', 'Mann']"
Fritz Schnitzler (Maler),"['Maler (Deutschland)', 'Maler (Düsseldorfer Malerschule)', 'Genremaler', 'Illustrator (Deutschland)', 'Person (Velbert)', 'Deutscher', 'Geboren 1851', 'Gestorben 1920', 'Mann']"
Joseph Schaefler,"['Reichstagsabgeordneter (Deutsches Kaiserreich)', 'Mitglied der Bayerischen Abgeordnetenkammer', 'Deutscher', 'Geboren 1843', 'Gestorben 1891', 'Mann']"
Manuel Pauli,"['Architekt (Schweiz)', 'Schweizer', 'Geboren 1931', 'Mann']"
William Straube,"['Harmoniumbauer', 'Klassischer Organist', 'Person (Berlin)', 'Geboren 1843', 'Gestorben 1906', 'Mann', 'Deutscher']"
Ingeborg Brings,"['Filmschauspieler', 'Theaterschauspieler', 'Geboren 1963', 'Deutscher', 'Frau']"
Richard Straube,"['Hörfunkmoderator', 'Freikirchler', 'Sachbuchautor (Theologie)', 'Christliche Literatur', 'Träger des Bundesverdienstkreuzes am Bande', 'Deutscher', 'Geboren 1927', 'Gestorben 2018', 'Mann']"
Franz Josef Schnitzer,"['Mathematischer Analytiker (20. Jahrhundert)', 'Hochschullehrer (Wayne State University)', 'Hochschullehrer (Leoben)', 'Österreicher', 'Geboren 1928', 'Gestorben 2006', 'Mann']"
Walter Kiß,"['Mann', 'SPD-Mitglied', 'Bürgermeister (Kreuztal)', 'Deutscher', 'Geboren 1961', 'Person (Erndtebrück)']"
Vera Nünning,"['Anglist', 'Hochschullehrer (Technische Universität Braunschweig)', 'Hochschullehrer (Ruprecht-Karls-Universität Heidelberg)', 'Deutscher', 'Geboren 1961', 'Frau']"
Helene Thalmann-Antenen,"['Rechtsanwalt (Schweiz)', 'Publizist', 'Frauenrechtler (Schweiz)', 'Schweizer', 'Geboren 1906', 'Gestorben 1976', 'Frau']"
Julius Schnitzler (Mediziner),"['Chirurg', 'Mediziner (19. Jahrhundert)', 'Mediziner (20. Jahrhundert)', 'Arthur Schnitzler', 'Träger des Komturkreuzes des österreichischen Verdienstordens (1934)', 'Berufstitel Hofrat', 'Österreicher', 'Geboren 1865', 'Gestorben 1939', 'Mann']"
Pfalzpreis für Bildende Kunst,"['Grafiker', 'Person (Neu Beginnen)', 'Politiker (Kaiserslautern)', 'Deutscher', 'Geboren 1903', 'Gestorben 1971', 'Mann', 'SPD-Mitglied', 'Verurteilte Person (NS-Opfer)']"
Charleen Deetz,"['Filmschauspieler', 'Deutscher', 'Geboren 1995', 'Frau']"
Ernst Schnitzler,"['Reichstagsabgeordneter (Weimarer Republik)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Zentrum-Mitglied', 'Unternehmer (20. Jahrhundert)', 'Politiker (Düsseldorf)', 'Deutscher', 'Geboren 1877', 'Gestorben 1962', 'Mann']"
Georg Tietz,"['Landtagsabgeordneter (Freistaat Schaumburg-Lippe)', 'SPD-Mitglied', 'Deutscher', 'Geboren 1876', 'Gestorben 1960', 'Mann']"
Ritterakademie (Brandenburg an der Havel),"['Mitglied des Preußischen Herrenhauses', 'Politiker (Deutsches Reich)', 'Politiker (20. Jahrhundert)', 'Person (Brandenburg)', 'Person im Deutsch-Französischen Krieg', 'Leutnant (Preußen)', 'Domherr (Brandenburg an der Havel)', 'Rechtsritter (Johanniterorden)', 'Corpsstudent (19. Jahrhundert)', 'Familienmitglied des Adelsgeschlechts Stülpnagel|Friedrich', 'Deutscher', 'Geboren 1847', 'Gestorben 1914', 'Mann']"
Heinrich Straub (Geistlicher),"['Unternehmer (Württemberg)', 'Unternehmer (19. Jahrhundert)', 'Industrieller', 'Maschinenbauingenieur', 'Angehöriger des Fünferbundes', 'Corpsstudent (19. Jahrhundert)', 'Württemberger', 'Deutscher', 'Geboren 1838', 'Gestorben 1876', 'Mann']"
Hans Siegert (Dichter),"['Autor', 'Heimatdichtung', 'Volkskundler', 'Person (Oberwiesenthal)', 'Schriftsteller (Leipzig)', 'Liedpostkarten', 'Literatur (Deutsch)', 'Deutscher', 'Geboren 1868', 'Gestorben 1941', 'Mann']"
Monika Schoeller,"['Verleger (20. Jahrhundert)', 'Verleger (21. Jahrhundert)', 'Verleger (Frankfurt am Main)', 'Verlagsgruppe Georg von Holtzbrinck', 'Holtzbrinck (Adelsgeschlecht)|Monika', 'Person (Stuttgart)', 'Stifter', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Verleger des Jahres', 'Deutscher', 'Geboren 1939', 'Gestorben 2019', 'Frau']"
Jennifer Schreiner,"['Erotik]]; Ergänze [[Kategorie:Erotische Literatur', 'Autor', 'Person (Gelsenkirchen)', 'Literatur (21. Jahrhundert)', 'Literatur (Deutsch)', 'Fantasyliteratur', 'Erotische Literatur', 'Horrorliteratur', 'Deutscher', 'Geboren 1976', 'Frau']"
Friedrich Wilhelm Starck,"['Polizeipräsident (Augsburg)', 'Gestapo-Personal', 'SS-Brigadeführer und Generalmajor der Polizei', 'NSDAP-Mitglied', 'Teilnehmer am Hitlerputsch', 'Freikorps-Mitglied', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Person (Frankenthal (Pfalz))', 'Deutscher', 'Geboren 1891', 'Gestorben 1968', 'Mann']"
Frank Engelhardt,"['Person (Berlin)', 'Synchronsprecher', 'Hörspielsprecher', 'Filmschauspieler', 'Deutscher', 'Geboren 1981', 'Mann']"
Johann Hermann Maack,"['Bauingenieur', 'Deutscher', 'Geboren 1809', 'Gestorben 1868', 'Mann']"
Paul Jenisch (Musiker),"['Lutherischer Theologe (16. Jahrhundert)', 'Lutherischer Theologe (17. Jahrhundert)', 'Lautenist', 'Musiker (Stuttgart)', 'Person (Augsburg)', 'Person (Lauingen (Donau))', 'Person (Württemberg bis 1803)', 'Deutscher', 'Geboren 1558', 'Gestorben 1647', 'Mann']"
Johann Christian Stark der Jüngere,"['Gynäkologe, Geburtshelfer', 'Hochschullehrer (Friedrich-Schiller-Universität Jena)', 'Rektor (Friedrich-Schiller-Universität Jena)', 'Freimaurer (Deutschland)', 'Freimaurer (19. Jahrhundert)', 'Mediziner (19. Jahrhundert)', 'Mitglied der Leopoldina (19. Jahrhundert)', 'Träger des Herzoglich Sachsen-Ernestinischen Hausordens', 'Wikipedia:Träger des Herzoglich Sachsen-Ernestinischen Hausordens (Ausprägung ungeklärt)', 'Träger des Hausordens vom Weißen Falken (Ritter II. Klasse)', 'Träger des Ordens des Heiligen Wladimir', 'Deutscher', 'Geboren 1769', 'Gestorben 1837', 'Mann', 'Absolvent der Friedrich-Schiller-Universität Jena']"
Oswald Schiffers,"['Bildhauer (Braunschweig)', 'Hochschullehrer (HfBK Dresden)', 'Hochschullehrer (Hochschule für Bildende Künste Braunschweig)', 'Träger des Villa-Romana-Preises', 'Deutscher Kriegsgefangener', 'Deutscher', 'Geboren 1903', 'Gestorben 1987', 'Mann']"
Julius Straube,"['Kartograf (19. Jahrhundert)', 'Verleger (19. Jahrhundert)', 'Unternehmer (Berlin)', 'Deutscher', 'Geboren 1832', 'Gestorben 1913', 'Mann']"
Gerhard Kiesling,"['Fotograf (20. Jahrhundert)', 'Fotograf (Berlin)', 'Künstler (DDR)', 'DDR-Bürger', 'Deutscher', 'Geboren 1922', 'Gestorben 2016', 'Mann']"
Jonas-Philipp Dallmann,"['Autor', 'Literatur (Deutsch)', 'Literatur (21. Jahrhundert)', 'Kurzgeschichte', 'Deutscher', 'Geboren 1969', 'Mann']"
Josef Schnitzer senior,"['Stuckateur', 'Deutscher', 'Geboren 1915', 'Gestorben 1984', 'Mann']"
Oskar Samter,"['Hochschullehrer (Albertus-Universität Königsberg)', 'Mediziner (19. Jahrhundert)', 'Mediziner (20. Jahrhundert)', 'Chirurg', 'Deutscher', 'Geboren 1858', 'Gestorben 1933', 'Mann']"
Joachim Starck,"['Deutscher', 'Richter (Bundesgerichtshof)', 'Richter (Bundespatentgericht)', 'Richter (Landgericht Düsseldorf)', 'Hochschullehrer (Johannes Gutenberg-Universität Mainz)', 'Geboren 1938', 'Mann']"
Ulrich Stark,"['Filmregisseur', 'Drehbuchautor', 'Deutscher', 'Geboren 1943', 'Mann']"
Benjamin Kiss,"['Theaterschauspieler', 'Filmschauspieler', 'Darstellender Künstler (Deutschland)', 'Deutscher', 'Geboren 1968', 'Mann']"
Charlotte Schiffler,"['Landtagsabgeordneter (Hessen)', 'Träger des Bundesverdienstkreuzes (Verdienstmedaille)', 'Deutscher', 'Geboren 1909', 'Gestorben 1992', 'Frau']"
Isolde Stark,"['Althistoriker', 'Kinder- und Jugendliteratur', 'Hochschullehrer (Humboldt-Universität zu Berlin)', 'Autor', 'Deutscher', 'Geboren 1945', 'Frau']"
Wilhelm Schäffler,"['Politiker (Heilbronn)', 'Landtagsabgeordneter (Württemberg, Zweite Kammer)', 'Gewerkschafter (Deutschland)', 'SPD-Mitglied', 'Württemberger', 'Deutscher', 'Geboren 1856', 'Gestorben 1910', 'Mann']"
Ferdinand Kiesling,"['Maler (Berlin)', 'Maler (Düsseldorf)', 'Maler (Düsseldorfer Malerschule)', 'Landschaftsmaler', 'Geboren 1810', 'Gestorben 1882', 'Mann']"
Franz Weinmann,"['Römisch-katholischer Geistlicher (20. Jahrhundert)', 'Römisch-katholischer Geistlicher (Erzbistum Freiburg)', 'Opfer der NS-Justiz', 'Häftling im KZ Dachau', 'Deutscher', 'Geboren 1909', 'Gestorben 1996', 'Mann']"
Heinrich Schnitzler,"['Archivar (Mecklenburg-Vorpommern)', 'Person (Universität Rostock)', 'Deutscher', 'Geboren 1912', 'Gestorben 2003', 'Frau']"
Fürstentum Altenburg,"['Klassischer Cellist', 'Gewandhausmusiker', 'Musiker (Leipzig)', 'Person (Leipzig)', 'Deutscher', 'Geboren 1866', 'Gestorben 1930', 'Mann']"
Erik Schäffler,"['Filmschauspieler', 'Theaterschauspieler', 'Filmproduzent', 'Synchronsprecher', 'Hörspielsprecher', 'Autor', 'Deutscher', 'Geboren 1961', 'Mann']"
Christian Starck,"['Staatsrechtler (20. Jahrhundert)', 'Staatsrechtler (21. Jahrhundert)', 'Rektor (Georg-August-Universität Göttingen)', 'Mitglied der Akademie der Wissenschaften zu Göttingen', 'Richter (Niedersächsischer Staatsgerichtshof)', 'Verwaltungsjurist', 'Deutscher', 'Geboren 1937', 'Mann']"
Johann Friedrich Christian Spener,"['Bürgermeister_(Hamm)', 'Kriegs- und Domänenrat', 'Deutscher', 'Geboren 1760', 'Gestorben 1825', 'Mann']"
Helmut G. Müller,"['Journalist (Deutschland)', 'Fernsehmoderator (Deutschland)', 'Sportjournalist', 'Motorsportkommentator', 'Deutscher', 'Geboren im 20. Jahrhundert', 'Mann']"
Michael Stark (Geologe),"['Geologe (20. Jahrhundert)', 'Mineraloge', 'Hochschullehrer (Reichsuniversität Prag)', 'Rektor der Karl-Ferdinands-Universität', 'Mitglied der Leopoldina (20. Jahrhundert)', 'Person (Königreich Böhmen)', 'Person (Cisleithanien)', 'Tschechoslowake', 'Österreicher', 'Geboren 1877', 'Gestorben 1953', 'Mann']"
Helmuth Wernicke,"['Jazz-Pianist', 'Komponist (Schlager)', 'Komponist (Jazz)', 'Bandleader', 'Arrangeur', 'Deutscher', 'Geboren 1909', 'Gestorben 1994', 'Mann']"
Helmut Schnizer,"['Kirchenrechtler', 'Hochschullehrer (Universität Graz)', 'Österreicher', 'Geboren 1929', 'Gestorben 2011', 'Mann']"
Hermann Lichtenthal,"['Klavierbauer', 'Geboren 1795', 'Gestorben 1853', 'Mann']"
Marie Kiesel,"['Sänger', 'Person (Wien)', 'Person (Cisleithanien)', 'Österreicher', 'Geboren 1851', 'Gestorben 1926', 'Frau']"
Riccarda Gregor-Grieshaber,"['Maler (Deutschland)', 'Bildhauer (Deutschland)', 'Restaurator', 'Träger des Bundesverdienstkreuzes', 'Wikipedia:Träger des Bundesverdienstkreuzes (Ausprägung ungeklärt)', 'Deutscher', 'Geboren 1903', 'Gestorben 1999', 'Mann']"
Liliane Dietz,"['Filmschauspieler', 'Deutscher', 'Geboren 1911', 'Gestorben im 20. oder 21. Jahrhundert', 'Frau']"
Heinrich August Schott,"['Lutherischer Theologe (19. Jahrhundert)', 'Hochschullehrer (Universität Leipzig)', 'Hochschullehrer (Leucorea)', 'Hochschullehrer (Friedrich-Schiller-Universität Jena)', 'Rektor (Friedrich-Schiller-Universität Jena)', 'Deutscher', 'Geboren 1780', 'Gestorben 1835', 'Mann']"
Philipp Johann von Schoeller,"['Unternehmer (Montanindustrie)', 'Unternehmer (Österreich)', 'Unternehmer (Österreich-Ungarn)', 'Ehrenbürger der Technischen Universität Wien', 'Unternehmer (Wien)', 'Österreicher', 'Mitglied der Unternehmerfamilie Schoeller|Richard', 'Geboren 1871', 'Gestorben 1950', 'Mann']"
Elisabeth Schnitzler,"['Archivar (Mecklenburg-Vorpommern)', 'Person (Universität Rostock)', 'Deutscher', 'Geboren 1912', 'Gestorben 2003', 'Frau']"
Elke Scheuermann,"['Bühnenbildner (Schweiz)]]; ±[[Kategorie:Bühnenbildner]]→[[Kategorie:Bühnenbildner (Deutschland)', 'Bühnenbildner (Deutschland)', 'Bühnenbildner (Schweiz)', 'Kostümbildner', 'Innenarchitekt', 'Deutscher', 'Geboren 1963', 'Frau']"
Jeffrey Schiffner,"['Basketballspieler (Vereinigte Staaten)', 'Basketballspieler (Telekom Baskets Bonn)', 'US-Amerikaner', 'Geboren 1982', 'Mann']"
Hubert Schreiner,"['Basketballspieler (Österreich)', 'Basketballnationaltrainer (Österreich)', 'Basketballfunktionär (Österreich)', 'Sportler (St. Pölten)', 'Österreicher', 'Geboren 1949', 'Mann']"
Albert Schreiner (Geologe),"['Geologe (20. Jahrhundert)', 'Deutscher', 'Geboren 1923', 'Gestorben 2016', 'Mann']"
Johann Baptist Schreiner,"['Bildhauer (Köln)', 'Medailleur', 'Deutscher', 'Geboren 1866', 'Gestorben 1935', 'Mann']"
Günter Rombold,"['Träger des Heinrich-Gleißner-Preises', 'Römisch-katholischer Geistlicher (20. Jahrhundert)', 'Römisch-katholischer Theologe (21. Jahrhundert)', 'Römisch-katholischer Theologe (20. Jahrhundert)', 'Philosoph (20. Jahrhundert)', 'Philosoph (21. Jahrhundert)', 'Sachbuchautor (Theologie)', 'Autobiografie', 'Kunsthistoriker', 'Kunstsammler', 'Hochschullehrer (Katholische Privat-Universität Linz)', 'Rektor (Katholische Privat-Universität Linz)', 'Träger des Kulturpreises des Landes Oberösterreich', 'Träger der Kulturmedaille des Landes Oberösterreich', 'Person (Stuttgart)', 'Österreicher', 'Geboren 1925', 'Gestorben 2017', 'Mann', 'Träger des Heinrich-Gleißner-Preises']"
Rüdiger Kiesel,"['Finanzmathematiker', 'Mathematiker (20. Jahrhundert)', 'Mathematiker (21. Jahrhundert)', 'Hochschullehrer (Universität Duisburg-Essen, Campus Essen)', 'Hochschullehrer (Universität Ulm)', 'Hochschullehrer (Universität London)', 'Deutscher', 'Geboren 1962', 'Mann']"
Claudia Dietz,"['Bildhauer (Deutschland)', 'Deutscher', 'Geboren 1967', 'Frau']"
Robert Straub (Politiker),"['Nationalrat (Aargau)', 'Ständerat (Aargau)', 'Regierungsrat (Aargau)', 'Grossrat (Aargau)', 'Richter (Schweiz)', 'Schweizer', 'Geboren 1832', 'Gestorben 1901', 'Mann']"
Albert Burkart,"['Maler (Deutschland)', '7 Münchner Maler', 'Mitglied im Deutschen Künstlerbund', 'Hochschullehrer (Staatliche Hochschule für Bildende Künste Frankfurt am Main)', 'Träger des Großen Bundesverdienstkreuzes', 'Träger des Silvesterordens (Komtur)', 'Ehrenbürger im Landkreis Biberach', 'Person (Riedlingen)', 'Deutscher', 'Geboren 1898', 'Gestorben 1982', 'Mann']"
Thomas Arnold (Schauspieler),"['Theaterschauspieler', 'Filmschauspieler', 'Hörspielsprecher', 'Deutscher', 'DDR-Bürger', 'Geboren 1971', 'Mann']"
Helmut Schiffer,"['Fußballtorhüter (Alemannia Aachen)', 'Geboren 1928', 'Mann', 'Deutscher']"
Hermann Joachim Hahn,"['Person (Mordfall)', 'Lutherischer Geistlicher (18. Jahrhundert)', 'Lutherischer Geistlicher (Dresden)', 'Deutscher', 'Geboren 1679', 'Gestorben 1726', 'Mann', 'Absolvent der Universität Leipzig']"
Ludwig Dietz,"['Maler (Stuttgart)', 'Grafiker (Stuttgart)', 'Mitglied im Deutschen Künstlerbund', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Deutscher', 'Geboren 1896', 'Gestorben 1974', 'Mann', 'Person (Sulz am Neckar)']"
Palais Corbelli-Schoeller,"['Industrieller', 'Unternehmer (Montanindustrie)', 'Unternehmer (Österreich-Ungarn)', 'Mitglied des Herrenhauses (Österreich)', 'Träger des Franz-Joseph-Ordens (Großkreuz)', 'K.u.k. Hoflieferant', 'Geheimrat', 'Mitglied der Unternehmerfamilie Schoeller|Paul Eduard', 'Person (Österreich-Ungarn)', 'Österreicher', 'Geboren 1853', 'Gestorben 1920', 'Mann']"
Käthe Starke-Goldschmidt,"['Überlebender des Holocaust', 'Häftling im Ghetto Theresienstadt', 'Theaterwissenschaftler', 'Person (Hamburg)', 'Person, für die im Bezirk Altona ein Stolperstein verlegt wurde', 'Deutscher', 'Geboren 1905', 'Gestorben 1990', 'Frau']"
Paul Eduard von Schoeller,"['Unternehmer (Montanindustrie)', 'Unternehmer (Österreich)', 'Unternehmer (Österreich-Ungarn)', 'Ehrenbürger der Technischen Universität Wien', 'Unternehmer (Wien)', 'Österreicher', 'Mitglied der Unternehmerfamilie Schoeller|Richard', 'Geboren 1871', 'Gestorben 1950', 'Mann']"
Michael Veith (Biologe),"['Biogeograph', 'Herpetologe', 'Hochschullehrer (Universität Trier)', 'Deutscher', 'Geboren 1957', 'Mann']"
Helmut Müller (Theologe),"['Absolvent der Ludwig-Maximilians-Universität München', 'Römisch-katholischer Theologe (20. Jahrhundert)', 'Römisch-katholischer Theologe (21. Jahrhundert)', 'Deutscher', 'Geboren 1952', 'Mann', 'Absolvent der Ludwig-Maximilians-Universität München']"
Reinhard Straube,"['Filmschauspieler', 'Theaterschauspieler', 'Hörspielsprecher', 'Kabarettist (Deutschland)', 'DDR-Bürger', 'Deutscher', 'Geboren 1946', 'Mann']"
Vicke Schorler,"['Autor', 'Chronik (Literatur)', 'Zeichner (Deutschland)', 'Unternehmer (16. Jahrhundert)', 'Unternehmer (Rostock)', 'Deutscher', 'Geboren im 16. Jahrhundert', 'Gestorben 1625', 'Mann']"
Martin Wernicke,"['Filmschauspieler', 'Deutscher', 'Geboren 1980', 'Mann']"
Johannes Starcke,"['Lutherischer Geistlicher (16. Jahrhundert)', 'Deutscher', 'Person des Christentums (Magdeburg)', 'Geboren im 16. Jahrhundert', 'Gestorben im 17. Jahrhundert', 'Mann']"
Hermann von Sperber,"['Landwirt (Deutschland)', 'Mitglied des Preußischen Herrenhauses', 'Corpsstudent (19. Jahrhundert)', 'Deutscher', 'Geboren 1840', 'Gestorben 1908', 'Mann']"
Hans Hege (Landwirt),"['Person (Löwenstein)', 'Person (Bad Rappenau)', 'Landtagsabgeordneter (Württemberg, Zweite Kammer)', 'Mennonit', 'Deutscher', 'Geboren 1840', 'Gestorben 1907', 'Mann']"
Andreas Straub,"['Manager', 'Sachbuchautor', 'Deutscher', 'Geboren 1984', 'Mann']"
Fritz H. Schnitzer,"['Unternehmer (Deutschland)', 'Journalist (Deutschland)', 'Kavallerist (Deutsches Reich)', 'Person im Ersten Weltkrieg (Deutsches Reich)', 'Deutscher', 'Geboren 1875', 'Gestorben 1945', 'Mann']"
Markus Kissling,"['Filmschauspieler', 'Theaterschauspieler', 'Theaterregisseur', 'Schweizer', 'Geboren 1959', 'Mann']"
Ferdinand Maximilian Starck,"['Mitglied der Ständeversammlung des Großherzogtums Frankfurt', 'Politiker (Frankfurt am Main)', 'Politiker (19. Jahrhundert)', 'Geboren 1776', 'Gestorben 1854', 'Mann']"
Hermann Tietz (Musiker),"['Musiker (Deutschland)', 'Geboren 1844', 'Gestorben 1901', 'Mann']"
Brigitte Schiffer,"['Komponist (Deutschland)', 'Komponist klassischer Musik (20. Jahrhundert)', 'Ethnologe', 'Musikjournalist', 'Hochschullehrer (Kairo)', 'Emigrant aus dem Deutschen Reich zur Zeit des Nationalsozialismus', 'Träger des Bundesverdienstkreuzes 1. Klasse', 'Deutscher', 'Geboren 1909', 'Gestorben 1986', 'Frau']"
Manuel Straube,"['Synchronsprecher', 'Synchronregisseur', 'Synchronautor', 'Sänger', 'Darstellender Künstler (München)', 'Deutscher', 'Geboren 1984', 'Mann']"
